"","Date","Zip","ARSON","ASSAULT","BATTERY","BURGLARY","CONCEALED CARRY LICENSE VIOLATION","CRIM SEXUAL ASSAULT","CRIMINAL DAMAGE","CRIMINAL TRESPASS","DECEPTIVE PRACTICE","GAMBLING","HOMICIDE","HUMAN TRAFFICKING","INTERFERENCE WITH PUBLIC OFFICER","INTIMIDATION","KIDNAPPING","LIQUOR LAW VIOLATION","MOTOR VEHICLE THEFT","NARCOTICS","NON-CRIMINAL","OBSCENITY","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE","PROSTITUTION","PUBLIC INDECENCY","PUBLIC PEACE VIOLATION","ROBBERY","SEX OFFENSE","STALKING","THEFT","WEAPONS VIOLATION","Broken.Lights"
"7118",2016-05-18,"60827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"7119",2016-05-18,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7120",2016-05-19,"60605",0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,1
"7121",2016-05-19,"60607",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
"7122",2016-05-19,"60608",0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"7123",2016-05-19,"60609",0,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,6,0,46
"7124",2016-05-19,"60610",0,1,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
"7125",2016-05-19,"60612",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,21
"7126",2016-05-19,"60613",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,20
"7127",2016-05-19,"60614",0,0,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,25
"7128",2016-05-19,"60615",0,1,3,1,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,16
"7129",2016-05-19,"60616",0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,12
"7130",2016-05-19,"60617",0,2,6,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,1,135
"7131",2016-05-19,"60618",0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,63
"7132",2016-05-19,"60619",0,1,6,1,0,1,8,2,3,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,2,0,0,6,1,71
"7133",2016-05-19,"60620",0,3,4,2,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,10,1,64
"7134",2016-05-19,"60621",0,3,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,1,0,0,3,1,31
"7135",2016-05-19,"60622",0,1,3,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,41
"7136",2016-05-19,"60623",0,5,6,0,0,0,4,0,2,0,0,0,0,0,0,0,2,2,0,0,0,4,0,0,0,2,0,0,3,0,60
"7137",2016-05-19,"60624",0,0,7,1,0,0,3,1,0,0,0,0,2,0,0,0,1,2,0,0,1,1,4,0,1,2,0,0,2,0,33
"7138",2016-05-19,"60625",0,1,2,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,42
"7139",2016-05-19,"60626",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,23
"7140",2016-05-19,"60628",1,5,6,1,0,0,6,2,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,3,2,103
"7141",2016-05-19,"60629",0,0,6,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,2,0,105
"7142",2016-05-19,"60630",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"7143",2016-05-19,"60631",0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"7144",2016-05-19,"60632",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,1,59
"7145",2016-05-19,"60633",0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12
"7146",2016-05-19,"60634",0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,83
"7147",2016-05-19,"60636",0,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,0,0,1,0,0,2,0,44
"7148",2016-05-19,"60637",0,0,2,1,0,0,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,29
"7149",2016-05-19,"60638",0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50
"7150",2016-05-19,"60639",0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,7,0,58
"7151",2016-05-19,"60640",0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,23
"7152",2016-05-19,"60641",0,0,2,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,37
"7153",2016-05-19,"60643",0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,66
"7154",2016-05-19,"60644",0,0,10,0,0,0,3,0,1,0,0,0,0,0,0,0,0,4,0,0,1,2,3,0,0,4,0,0,5,0,40
"7155",2016-05-19,"60645",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,20
"7156",2016-05-19,"60646",0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"7157",2016-05-19,"60647",0,1,3,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,59
"7158",2016-05-19,"60649",0,1,8,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,1,0,0,7,0,60
"7159",2016-05-19,"60651",0,2,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,1,0,0,2,1,65
"7160",2016-05-19,"60652",0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,2,0,38
"7161",2016-05-19,"60653",0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,3,0,24
"7162",2016-05-19,"60654",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"7163",2016-05-19,"60655",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"7164",2016-05-19,"60656",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13
"7165",2016-05-19,"60657",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,23
"7166",2016-05-19,"60659",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19
"7167",2016-05-19,"60660",0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
"7168",2016-05-19,"60661",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
"7169",2016-05-19,"60642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"7170",2016-05-19,"60707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"7171",2016-05-19,"60827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"7172",2016-05-19,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7173",2016-05-20,"60605",0,1,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1
"7174",2016-05-20,"60607",0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13
"7175",2016-05-20,"60608",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,43
"7176",2016-05-20,"60609",1,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"7177",2016-05-20,"60610",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,7
"7178",2016-05-20,"60612",0,1,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,21
"7179",2016-05-20,"60613",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21
"7180",2016-05-20,"60614",0,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,26
"7181",2016-05-20,"60615",0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,16
"7182",2016-05-20,"60616",0,2,5,2,0,0,2,1,1,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,2,0,12
"7183",2016-05-20,"60617",0,1,5,1,0,1,3,0,1,0,0,0,1,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,8,0,129
"7184",2016-05-20,"60618",0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,62
"7185",2016-05-20,"60619",0,0,4,1,0,0,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,6,1,68
"7186",2016-05-20,"60620",0,3,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,1,0,0,4,2,65
"7187",2016-05-20,"60621",0,1,6,2,0,0,6,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,0,0,0,4,0,0,4,1,32
"7188",2016-05-20,"60622",0,2,2,1,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,9,0,42
"7189",2016-05-20,"60623",0,0,5,2,0,0,4,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,1,1,0,0,2,1,54
"7190",2016-05-20,"60624",1,2,8,1,0,0,3,0,0,0,0,0,0,0,0,0,6,7,0,0,0,2,0,0,1,1,0,0,2,2,34
"7191",2016-05-20,"60625",0,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,39
"7192",2016-05-20,"60626",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,24
"7193",2016-05-20,"60628",0,3,7,0,0,2,8,3,1,0,0,0,0,0,0,0,1,2,0,0,0,5,0,0,0,2,0,0,4,0,103
"7194",2016-05-20,"60629",0,1,5,1,0,0,3,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,1,0,107
"7195",2016-05-20,"60630",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,39
"7196",2016-05-20,"60631",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14
"7197",2016-05-20,"60632",0,2,6,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,54
"7198",2016-05-20,"60633",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"7199",2016-05-20,"60634",0,1,1,0,0,0,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,61
"7200",2016-05-20,"60636",1,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,8,1,45
"7201",2016-05-20,"60637",0,3,7,2,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,3,0,29
"7202",2016-05-20,"60638",0,0,0,1,0,0,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,50
"7203",2016-05-20,"60639",0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,2,0,63
"7204",2016-05-20,"60640",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,4,0,23
"7205",2016-05-20,"60641",0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,38
"7206",2016-05-20,"60643",0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,2,0,0,1,1,68
"7207",2016-05-20,"60644",0,1,7,0,0,0,7,0,2,0,0,0,0,0,0,0,1,3,0,0,1,3,0,0,0,1,0,0,2,2,43
"7208",2016-05-20,"60645",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,21
"7209",2016-05-20,"60646",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"7210",2016-05-20,"60647",0,2,2,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,9,2,60
"7211",2016-05-20,"60649",0,5,3,2,0,0,5,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,4,0,56
"7212",2016-05-20,"60651",0,3,7,1,0,0,6,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,4,0,65
"7213",2016-05-20,"60652",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,41
"7214",2016-05-20,"60653",0,2,5,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24
"7215",2016-05-20,"60654",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1
"7216",2016-05-20,"60655",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"7217",2016-05-20,"60656",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"7218",2016-05-20,"60657",0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,24
"7219",2016-05-20,"60659",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,19
"7220",2016-05-20,"60660",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16
"7221",2016-05-20,"60661",0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
"7222",2016-05-20,"60642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"7223",2016-05-20,"60707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"7224",2016-05-20,"60827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"7225",2016-05-20,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7226",2016-05-21,"60605",0,1,3,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1
"7227",2016-05-21,"60607",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13
"7228",2016-05-21,"60608",0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,44
"7229",2016-05-21,"60609",0,2,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,1,0,40
"7230",2016-05-21,"60610",0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
"7231",2016-05-21,"60612",0,1,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,4,0,21
"7232",2016-05-21,"60613",0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19
"7233",2016-05-21,"60614",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,26
"7234",2016-05-21,"60615",0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,16
"7235",2016-05-21,"60616",0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,12
"7236",2016-05-21,"60617",0,0,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,125
"7237",2016-05-21,"60618",0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,63
"7238",2016-05-21,"60619",0,2,8,5,0,0,2,0,2,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,1,2,0,1,8,1,68
"7239",2016-05-21,"60620",0,0,6,7,0,0,6,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,4,0,0,1,1,62
"7240",2016-05-21,"60621",0,2,10,0,0,0,10,3,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0,7,0,31
"7241",2016-05-21,"60622",0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,7,0,42
"7242",2016-05-21,"60623",0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,1,4,0,0,0,4,0,0,0,2,0,0,4,0,54
"7243",2016-05-21,"60624",0,3,8,1,0,0,7,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,1,0,0,5,2,33
"7244",2016-05-21,"60625",0,0,4,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,42
"7245",2016-05-21,"60626",0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,25
"7246",2016-05-21,"60628",0,1,9,3,0,0,9,1,0,0,0,0,1,0,0,0,1,3,0,0,0,3,0,0,0,1,1,0,4,1,103
"7247",2016-05-21,"60629",0,0,6,4,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,3,0,103
"7248",2016-05-21,"60630",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,40
"7249",2016-05-21,"60631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"7250",2016-05-21,"60632",0,2,2,1,0,0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,3,0,54
"7251",2016-05-21,"60633",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"7252",2016-05-21,"60634",0,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,61
"7253",2016-05-21,"60636",0,3,7,1,0,0,1,1,2,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,38
"7254",2016-05-21,"60637",0,0,6,1,0,0,3,1,0,0,1,0,0,0,0,0,2,1,0,0,1,2,0,0,0,1,0,0,2,0,30
"7255",2016-05-21,"60638",0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,41
"7256",2016-05-21,"60639",0,3,7,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,53
"7257",2016-05-21,"60640",0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22
"7258",2016-05-21,"60641",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,28
"7259",2016-05-21,"60643",0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,68
"7260",2016-05-21,"60644",0,4,10,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,3,1,38
"7261",2016-05-21,"60645",0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,22
"7262",2016-05-21,"60646",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
"7263",2016-05-21,"60647",0,2,5,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0,59
"7264",2016-05-21,"60649",1,4,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,56
"7265",2016-05-21,"60651",0,2,8,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,63
"7266",2016-05-21,"60652",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,40
"7267",2016-05-21,"60653",0,1,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,24
"7268",2016-05-21,"60654",0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,1
"7269",2016-05-21,"60655",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16
"7270",2016-05-21,"60656",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
"7271",2016-05-21,"60657",0,0,0,1,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,24
"7272",2016-05-21,"60659",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,18
"7273",2016-05-21,"60660",0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,16
"7274",2016-05-21,"60661",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1
"7275",2016-05-21,"60642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"7276",2016-05-21,"60707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"7277",2016-05-21,"60827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"7278",2016-05-21,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7279",2016-05-22,"60605",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1
"7280",2016-05-22,"60607",0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13
"7281",2016-05-22,"60608",0,3,2,1,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,44
"7282",2016-05-22,"60609",0,1,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,40
"7283",2016-05-22,"60610",0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7
"7284",2016-05-22,"60612",0,0,1,1,0,0,4,0,2,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,1,0,0,4,0,21
"7285",2016-05-22,"60613",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,19
"7286",2016-05-22,"60614",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,27
"7287",2016-05-22,"60615",0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,8,0,17
"7288",2016-05-22,"60616",0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,13
"7289",2016-05-22,"60617",0,1,4,2,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,125
"7290",2016-05-22,"60618",0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,63
"7291",2016-05-22,"60619",0,1,10,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,0,68
"7292",2016-05-22,"60620",0,1,6,1,0,0,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,7,0,62
"7293",2016-05-22,"60621",0,2,4,2,0,1,4,1,0,0,1,0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,3,1,32
"7294",2016-05-22,"60622",0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,42
